uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_for,bert-base-uncased_though,bert-base-uncased_with,bert-base-uncased_so,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_with,bert-large-uncased_though,bert-large-uncased_so,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_because,roberta-base_since,roberta-base_but,roberta-base_for,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_with,roberta-base_so,roberta-base_yet,roberta-base_still,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_for,xlm-roberta-base_though,xlm-roberta-base_with,xlm-roberta-base_so,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_because,roberta-large_since,roberta-large_while,roberta-large_for,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_with,roberta-large_so,roberta-large_yet,roberta-large_still,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_for,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_with,xlm-roberta-large_so,xlm-roberta-large_yet,xlm-roberta-large_still
10,0,test,0.1881415694952011,0.0756199061870575,0.0176818259060382,0.0024760619271546,0.0094506498426198,0.0034610172733664,0.0019777386914938,0.000155215820996,8.533058280590922e-05,0.0001825521176215,6.457133139292638e-08,0.0759463906288147,0.0121367247775197,0.0028901724144816,0.0005324188969098,0.0006448845961131,0.0002716074232012,0.0001955855113919,1.8428476323606446e-05,7.165491751948139e-06,5.571419023908675e-06,5.0430482900765134e-08,0.0477541051805019,0.0147271594032645,0.0001292250526603,0.003246430074796,0.000936624710448,0.0013791302917525,7.962159725138918e-05,0.0003109096141997,4.22364246333018e-05,4.990804427507101e-06,1.5043883649923373e-07,5.2203875384293497e-05,6.76329273119336e-06,1.0298759889337816e-06,6.84464751543601e-08,3.13592209977287e-07,5.9509087435571935e-08,1.671393050628467e-07,8.124992234570527e-09,3.563467180356383e-05,1.2712588613794653e-05,2.0135807972110342e-06,0.259682685136795,0.1225325912237167,0.0044637261889874,7.582072612422053e-06,5.678406523657031e-06,2.8178743605167256e-07,3.187096353940433e-06,1.5293539945560044e-07,4.900798012386076e-05,4.464027085759881e-07,8.193581493287638e-07,0.0001021616117213,1.2964581401320174e-05,2.802333256113343e-06,6.58935022102014e-08,3.9365932025248185e-05,4.468885890673846e-05,2.632590076245833e-05,2.2227702345389844e-08,2.862210749299265e-06,4.053568773088045e-06,2.520625628221751e-07,0.6340118050575256,0.122091956436634,0.0042837690562009,4.614621047949186e-06,1.4778380830193782e-07,3.3898340916493908e-06,1.7578043980392977e-06,2.0725738636429014e-07,0.0001066750701284,3.384373485459946e-06,9.71286567619245e-07
11,0,test,0.3388816118240356,0.0331679694354534,0.0051008537411689,0.0565604716539382,0.0020734516438096,0.0016549990978091,0.001830281689763,6.012989251757972e-05,0.0006943916669115,0.0001271502114832,1.666272964939708e-06,0.2140693366527557,0.0164892394095659,0.0041014989838004,0.0014673786936327,0.0003194038872607,0.0007770639494992,0.0001433375291526,3.945731077692472e-05,6.543810286530061e-06,1.3141149111106645e-06,7.163949078403675e-08,0.6264329552650452,0.1018264889717102,0.0005836967611685,0.001065116142854,0.0006056522252038,0.0002309646515641,5.713857171940617e-05,9.032667730934918e-05,6.473124085459858e-05,1.427126449016214e-06,6.584237155493612e-08,5.623252582154237e-05,7.451726560248062e-06,1.9631438590295147e-06,5.1204125384174404e-08,1.1827941648334675e-07,4.864071456722741e-08,6.261048923761336e-08,3.517504953975958e-09,8.281390364572871e-06,1.4943886981200194e-06,1.7776979888139977e-08,0.4184915125370025,0.0722897797822952,0.0007848709938116,2.455499952702666e-06,7.220195925583539e-07,2.812763284509856e-07,4.8624667670083e-07,3.967008410654671e-08,2.242878053948516e-06,1.496753583296595e-07,4.64186115323173e-07,0.0001454511220799,8.080945008259732e-06,1.3844703516952e-07,6.034452582071026e-08,2.843806328201026e-07,7.133197499342715e-08,1.0019590490628617e-07,4.199150804851115e-09,4.756656380777713e-06,4.565277151868941e-07,1.2957611872366216e-08,0.7934696078300476,0.0809677839279174,0.000156128196977,4.931789021611621e-07,2.000460028739326e-07,2.483191394730966e-07,1.3622555172787545e-07,3.5898438000003814e-08,4.735710535896942e-05,1.8391145317764312e-07,1.1149390388709437e-07
12,0,test,0.0642884746193885,0.0249380804598331,0.1331875920295715,0.0047442014329135,0.0599823892116546,0.0140035850927233,0.0003272967878729,0.0001814672432374,0.0005842093960382,0.00028140906943,1.2975466745501762e-07,0.0322128869593143,0.0117821134626865,0.0319994427263736,0.0009843657026067,0.0050980658270418,0.0001678533153608,0.001555549679324,5.141018118592911e-05,0.000155114888912,9.733446495374665e-05,2.156118341645197e-07,0.2430161237716674,0.0690434724092483,0.0002026870206464,0.0069154608063399,0.0014442827086895,0.0062758442945778,5.102448631078005e-05,0.0009718692745082,0.0013769544893875,4.634581637219526e-05,9.261973445973126e-07,7.219415419967845e-05,9.472269084653815e-06,9.065587801160292e-05,6.20841689169538e-08,2.110826608259231e-05,5.228465397522086e-06,1.789991301848204e-06,5.506826550316646e-09,1.7226780983037315e-05,3.16290206683334e-05,1.4230832334760637e-07,0.2707360982894897,0.1195158436894416,0.0060315178707242,7.221718078653794e-06,1.6709975170670077e-05,6.598889967790456e-07,4.2939327613567e-06,3.2491888646291045e-07,0.0001006342718028,5.787869099549425e-07,2.1041678337496705e-06,4.782984251505695e-05,3.378238943696488e-06,1.3428226566247758e-06,9.256109656519133e-09,8.721704944036901e-05,6.708267028443515e-05,3.1814543035579845e-05,4.302011635815006e-09,1.204858335768222e-06,8.781038559391163e-06,1.577334387548035e-07,0.6828888058662415,0.1013468205928802,0.011143553070724,2.204326619903441e-06,9.440121573334181e-08,7.72826695083495e-07,1.6936396605160553e-06,5.0391893324786e-08,2.088750625262037e-05,5.127380973135587e-06,1.3492355321886862e-07
13,0,test,0.5565107464790344,0.0221911165863275,0.003528855741024,0.0138148693367838,0.0010075871832668,0.0010355570120736,0.0079054562374949,4.486481338972226e-05,0.0002243620692752,6.112904520705342e-05,1.333952184268128e-07,0.195107027888298,0.0210730843245983,0.0026815691962838,0.0010100302752107,0.0001918250345624,0.0005556009127758,6.558313179994002e-05,1.255154529644642e-05,7.441338311764412e-06,8.022402084861824e-07,3.7552918996652807e-08,0.2885182499885559,0.0412045419216156,0.0001559885859023,0.0006608374533243,0.0009104032651521,0.0001121518071158,1.166537458630046e-05,2.851016870408785e-05,3.566583473002538e-05,1.5236712442856517e-06,6.017179288164698e-08,0.0001003053839667,1.1442595678090584e-05,1.9596539004851365e-06,1.03693764685886e-07,3.810638986578853e-07,1.6565570604143437e-07,8.753873430578096e-07,6.987460832164061e-09,0.0002204981137765,1.6127323760883885e-06,1.666639235509138e-07,0.3315232098102569,0.0547121055424213,0.0015704180113971,1.2170656191301532e-05,5.508853973879013e-06,6.408321837625408e-07,2.326854428247316e-06,4.917703932960649e-08,3.792647476075217e-05,2.3857575115471263e-07,3.997434419034107e-07,0.0002905583532992,2.644341475388501e-05,4.37220478488598e-06,3.000386072926631e-07,2.380574642302236e-06,1.19172477752727e-06,1.158748773377738e-06,2.3648595970371392e-08,1.5942421669024043e-05,4.950216521137918e-07,1.988959894561049e-07,0.7227518558502197,0.1235633864998817,0.0001527211134089,5.898393169445626e-07,1.2360072787487297e-07,2.1134151495516562e-07,1.2705712038041386e-07,4.5942314841340703e-08,0.0001399531174683,8.628174441582814e-07,8.906949489073669e-08
14,0,test,0.3255989253520965,0.0386100225150585,0.0020679892040789,0.0188689902424812,0.0013451561098918,0.0009145102812908,0.0005623414763249,1.146876184066059e-05,0.0002026049769483,1.916032306326088e-05,4.2555086565698736e-08,0.3487806022167206,0.0252650547772645,0.0004515340551733,0.0007190537289716,0.0002126020699506,0.0001897436886793,6.269619916565716e-05,8.394892574870028e-06,0.0001681315188761,1.657694883760996e-05,1.43337487656936e-07,0.2405848950147628,0.0245945286005735,6.610833224840462e-05,0.0001750865776557,0.0009564695646986,0.0002875080099329,9.48950219026301e-06,3.643760283011943e-05,0.0002721658092923,2.2881695258547552e-05,3.924874647509569e-07,0.0001462802465539,1.725621405057609e-05,1.2894544170194422e-06,1.1459072624120381e-07,4.891800244877231e-07,1.0578935416560853e-07,1.192449190057232e-06,1.184149778232779e-09,0.0001106678246287,2.3101312763174064e-05,5.688460760211456e-07,0.4013804793357849,0.2304178029298782,0.000788172299508,9.297067663283087e-06,6.945249424461508e-06,6.408641297639406e-07,1.0850435501197353e-06,4.096829542277192e-08,3.700856905197725e-05,5.127474196342519e-07,2.813721096117661e-07,0.0003231805749237,4.706769686890766e-05,1.0394251148682088e-05,2.112500681050733e-07,3.393367660464719e-05,9.22373783396324e-06,7.233832093334058e-06,9.294435443507613e-09,1.3228417628852183e-05,1.3302093975653406e-05,5.23780613548297e-07,0.6383370757102966,0.084657222032547,0.0020412032026797,6.949475391593296e-06,4.193528297946614e-07,2.9791765427944483e-06,3.9411711441061925e-06,3.415536866668845e-07,4.808128869626671e-05,6.536776254506549e-06,1.3335244375412003e-06
15,0,test,0.2193138748407364,0.0144049106165766,0.0045544933527708,0.0041616153903305,0.0016540380893275,0.0005624061450362,9.393194341100752e-05,2.1673231458407827e-05,0.0002800070506054,6.389891495928168e-05,3.9380815053391416e-08,0.0209927819669246,0.0027702557854354,0.000842917303089,0.001239008270204,0.0002942324499599,4.729792271973565e-05,6.941478932276368e-05,1.002889621304348e-05,3.122454654658213e-05,1.002804947347613e-05,1.2152375461482734e-07,0.3377767205238342,0.1637564599514007,0.0002783031086437,0.000966215680819,0.0026833026204258,0.0008539786213077,5.450870230561122e-05,0.0001987772702705,0.0002735865709837,1.4650648154201916e-05,3.068321063892654e-07,0.0001071228107321,1.043276733980747e-05,2.153130708393292e-06,2.301431401008358e-08,1.3775016896033776e-06,2.3816704697310345e-07,1.55903353515896e-06,3.315153485061728e-09,1.7487789591541514e-05,1.042552958097076e-05,1.2914537705910334e-07,0.3425284624099731,0.3429991602897644,0.0041772238910198,6.591143119294429e-06,5.26346366314101e-06,1.013634118862683e-06,1.7873092019726755e-06,8.043934940360487e-07,5.113130464451388e-05,1.2226041690155398e-06,1.1066691740779788e-06,0.0001673455990385,1.9254370272392407e-05,3.144617039652076e-06,1.5028632560643018e-07,5.995568699290743e-06,3.0348385280376533e-06,1.8235575680591865e-06,8.981228205584557e-09,1.0532173291721849e-05,6.920853365954827e-07,3.5084532612472685e-08,0.694231390953064,0.157284528017044,0.0028725583106279,2.545165216361056e-06,1.656637351743484e-07,3.744785885828605e-07,1.0233893590338994e-06,9.888799468171785e-08,3.262366590206511e-05,3.335195515319356e-07,6.86701326912953e-08
16,1,test,0.0666738152503967,0.0061349673196673,0.0032417410984635,0.0187489073723554,0.0020877663046121,0.0008489244501106,0.0023553904611617,0.0005263649509288,7.642497803317383e-05,3.869046122417785e-05,7.288728909315979e-08,0.0012579552130773,0.0002705939405132,8.948831964517012e-05,0.0004479644703678,3.739297608262859e-05,0.000236833555391,1.799554593162611e-05,2.7981748644378968e-05,1.7283527995459735e-05,9.728843224365846e-07,8.029472553516825e-08,0.0132354451343417,0.004269441589713,6.197840411914513e-05,0.0004237050889059,0.0014065817231312,0.0005635867128148,6.131156260380521e-05,0.0001480725477449,4.7369470848934725e-05,7.55976134314551e-06,4.0006887047638884e-07,8.657547368784435e-06,6.643984988841112e-07,5.030757165513933e-06,1.9604764034397704e-08,2.893955752369948e-06,1.482392121943121e-06,5.461998853206751e-07,9.399995448688972e-09,2.406315161351813e-06,3.026963895536028e-06,1.6969950777934173e-08,0.0419640764594078,0.0262096058577299,0.0008564794552512,5.454359779832885e-05,2.780473914754112e-05,3.233609731978504e-06,3.832484708254924e-06,1.9393214643059764e-06,2.8449436285882257e-05,5.626438337458239e-07,6.792037652303407e-07,2.5207751605194065e-05,1.9756216715904884e-06,8.177798008546233e-06,2.492973294465628e-07,3.4221209261886543e-06,5.347092155716382e-07,3.611005467973882e-07,5.539980207913686e-08,1.912929519676254e-06,2.112651827701484e-06,3.444665708229877e-08,0.3778268992900848,0.1883768886327743,0.0007559311925433,6.078684236854315e-06,9.1703020643763e-07,8.458719662485237e-07,6.875316671539622e-07,7.235374823721941e-07,1.3821942957292777e-05,2.072291209742616e-07,3.4200844822862564e-08
17,1,test,0.3179130554199219,0.0378770753741264,0.0026373879518359,0.0053960960358381,0.0024189469404518,0.0010206105653196,0.0026938943192362,0.000212188650039,0.0001051869039656,1.055196116794832e-05,6.388805928736474e-08,0.0049484600313007,0.0003903461329173,0.0001918623747769,0.0002176095440518,5.89167648286093e-05,2.9298500521690585e-05,1.351535047433572e-05,4.923033884551842e-06,5.785996108897962e-06,1.998397891611603e-07,3.5440088197447046e-08,0.0221932306885719,0.0050809457898139,6.540821050293744e-05,0.0005211131065152,0.0002760303905233,0.0001325224584434,6.408996705431491e-05,4.310962322051637e-05,6.049756848369725e-05,2.6666518806450767e-06,1.9415175245285362e-07,3.077457222389057e-05,1.507387651145109e-06,1.125179437622137e-06,1.5106292039490654e-07,2.1127787874775095e-07,7.517096634046538e-08,5.948044545789345e-08,3.756647615205112e-08,1.4028143596078737e-05,6.007492174830986e-07,5.056471081843483e-07,0.2347864210605621,0.0516127347946167,0.0050924881361424,4.724369864561595e-05,5.616623820969835e-05,9.830439012148418e-06,2.590756594145205e-05,5.216229055804433e-06,7.004004874033853e-05,5.551725621444348e-07,5.968892082819366e-07,8.176840492524207e-05,1.2677775885094889e-05,1.3043284070590744e-06,4.869589247391559e-07,1.231521537192748e-06,3.024208012902818e-07,5.373329940994154e-07,7.747219399334426e-08,4.720551714854082e-06,1.1843801672739573e-07,1.5671336228706423e-08,0.4075658619403839,0.0516983121633529,0.0013680091360583,6.10848146607168e-05,6.677703640889376e-05,2.600026709842496e-05,3.172364449710585e-05,5.954699372523464e-05,1.6926998796407133e-05,3.660730385490752e-08,4.74860897270446e-08
18,1,test,0.2492912858724594,0.0212723650038242,0.0059675760567188,0.0252214800566434,0.0016643850831314,0.0012154527939856,0.0010482650250196,1.711931145109702e-05,0.0012211946304887,0.0001218925244756,1.523773534017892e-07,0.607575535774231,0.0432217270135879,0.0031899791210889,0.0008704013307578,0.0002267387026222,0.0004270465287845,8.070173498708755e-05,1.4064145943848416e-05,8.295373118016869e-05,5.766861704614712e-06,2.610207445741253e-07,0.766716480255127,0.0466393195092678,0.0002513343060854,0.0002621154708322,0.0002028023882303,0.0001218169782077,7.66702760301996e-06,3.455825208220631e-05,0.0008142166770994,3.824332088697702e-05,7.431095241372532e-07,4.211364284856245e-05,5.493479875440244e-06,1.1683120959560257e-07,8.084315084033734e-08,1.764735557685526e-08,4.835942313263786e-09,1.2667492832463267e-08,8.916617444398867e-10,0.0002508903271518,9.37865479500033e-07,5.390883188738371e-07,0.4570374488830566,0.0380172692239284,9.954151755664498e-05,1.5479920421057614e-06,1.91643607649894e-06,1.6308567865053192e-06,1.6717292794510288e-07,2.9045644112102312e-08,5.31095611222554e-06,1.142866835834866e-06,9.879149729385972e-07,0.000189166443306,1.696581966825761e-05,3.5432276490610093e-07,7.576469585046652e-08,2.596427464141016e-07,1.319464502103074e-07,1.093820287678682e-07,3.984118812638826e-09,4.065645043738186e-06,4.080823998720007e-07,6.858770973394712e-08,0.6401305198669434,0.0811905935406684,8.247563528129831e-05,4.318177957429725e-07,1.30558007072068e-07,8.452578015294422e-08,7.33378868744694e-08,5.083456500187823e-08,6.641358595516067e-06,1.4223411426428356e-07,1.6302308836202428e-07
19,0,test,0.8766533136367798,0.0078295283019542,0.0012833955697715,0.0008018866647034,0.0002799613284878,0.00018086975615,0.0003534252173267,3.221651422791183e-05,0.0009682700037956,7.037734030745924e-05,3.2208157563218265e-07,0.6548385620117188,0.0248687248677015,0.0021134666167199,0.0006455623079091,0.0002556730178184,0.0002885548747144,8.708955283509567e-05,1.2583645911945496e-05,0.0001193303905893,1.1944224752369337e-05,1.9452915012152522e-07,0.5752264857292175,0.0717487409710884,0.0011413355823606,0.0007814108976162,0.0005162574816495,0.000175269349711,2.7848913305206224e-05,5.812925519421697e-05,0.0001738676364766,1.0526327969273552e-05,2.659464257703803e-07,6.097664663684554e-05,7.2370517045783345e-06,1.5242771951307077e-06,3.853386232322009e-08,1.4719311991484576e-07,3.902186662685381e-08,1.849474756454584e-06,6.557491438741181e-09,2.1967454813420773e-05,3.995364750153385e-05,4.795292625203729e-07,0.5128955245018005,0.1680275946855545,0.0001978887012228,1.6319459064106925e-06,1.939788489835337e-06,5.951376351731597e-07,3.372956314251496e-07,6.685900189040694e-08,3.1650924938730896e-05,2.91616174763476e-07,6.746686835867877e-07,0.0002073453797493,2.749383929767646e-05,1.1541023923200555e-06,9.291598956906456e-08,2.174666860810248e-06,5.709299557565828e-07,7.714066896369332e-07,3.362972122999963e-09,4.36383288615616e-06,2.6682698717195308e-06,8.522379602027288e-08,0.6740977764129639,0.122618168592453,0.0011575369862839,2.951261649286608e-06,1.8035116511327945e-07,2.991351493619732e-06,1.4815384474786697e-06,6.799501761634019e-08,1.954173058038577e-05,1.5093587535375264e-06,1.0181162934941312e-07
20,1,test,0.0667466446757316,0.0028820745646953,0.0032854115124791,0.042043138295412,0.0005505188019014,0.0004496643668971,0.0001305933110415,6.656686309725046e-06,1.4859725524729583e-05,9.130258149525616e-06,8.375826254791718e-09,0.0716377943754196,0.0019063625950366,0.0004033878503832,0.0004383045015856,5.008815423934721e-05,4.67411991849076e-05,1.1309300134598743e-05,3.348510745126987e-06,3.899482635461027e-06,8.424275961260719e-07,1.2680875016712893e-08,0.1057121604681015,0.0045551406219601,5.591644730884582e-05,3.125958755845204e-05,0.0001256236428162,1.7966096493182704e-05,6.337894774333108e-06,3.7361285194492666e-06,4.139188604312949e-06,7.290914254554082e-07,1.697457996385765e-08,9.331694309366868e-05,5.617414444714086e-06,5.9566779953001976e-08,1.6650072609536437e-07,1.4321188679389252e-08,2.2586013059822108e-09,3.1826079549546193e-08,6.564535581787823e-10,2.244400639028754e-05,3.4269331194991537e-07,3.698732484735956e-07,0.3963834643363952,0.0376974046230316,0.0001673461520113,1.834286763369164e-06,1.3615203897643369e-06,6.668661285402777e-07,1.462442611455117e-07,2.8871998125623577e-08,4.513734438660322e-06,9.95834398054285e-07,5.564261300605722e-07,0.0002081904240185,7.107028068276122e-06,1.269474410037219e-07,5.093886201734678e-08,5.2681688345046496e-08,4.7192404650786564e-08,2.215739769440006e-08,1.3260035292006474e-09,2.5138303954008734e-06,8.45345482503035e-08,9.192113736844477e-08,0.6783024668693542,0.1073107495903968,8.143697050400078e-05,9.123212976192008e-07,2.42580796339098e-07,9.410763368578048e-08,5.0674195506417163e-08,5.7777118200874624e-08,2.518261226214236e-06,1.922041548141351e-08,7.561533266198239e-08
21,1,test,0.2351491451263427,0.0084370914846658,0.003661525202915,0.0032346730586141,0.0016560663934797,0.0005603330209851,0.0068221795372664,0.0004241582064423,0.0001598981616552,3.7147896364331245e-05,4.4670692034287653e-08,0.0628814399242401,0.0048822215758264,0.0006460426957346,0.0004554149345494,0.0002141686854884,0.0001852814457379,6.241532537387684e-05,1.93407522601774e-05,1.295230322284624e-05,1.300001372328552e-06,5.169754047074093e-08,0.0502441637217998,0.0074714473448693,0.0001354408159386,0.0002410159358987,0.0001707776682451,0.0001284719764953,2.8784976166207343e-05,2.618236430862453e-05,0.0002383388782618,5.816867542307591e-06,2.35918363955534e-07,2.501725975889713e-05,2.400593302809284e-06,2.695716716516472e-07,6.279985598212079e-08,7.170326909999859e-08,9.723120975024813e-09,2.4141545651446e-08,2.6806830089043387e-09,5.015687747800257e-06,9.878655760076073e-08,4.135705555796676e-09,0.2092449069023132,0.0404104553163051,0.0043231691233813,6.823404419264989e-06,5.894901278225007e-06,7.047656822578574e-07,1.0499015843379311e-06,3.8247350175879546e-07,3.674578329082578e-05,6.230284270714037e-07,3.100209369222285e-07,0.0001001646523945,7.62041236157529e-06,1.7745975355865085e-07,3.333454401399649e-08,6.804488350553585e-08,7.031421489500644e-08,3.240077361965632e-08,2.640672125409082e-09,3.261429810663685e-06,2.489030848096263e-08,1.617710587709098e-08,0.384439617395401,0.0571318231523036,0.000219926747377,8.48494039473735e-07,1.1090828166970824e-07,6.378336081525049e-08,8.147628705046372e-08,1.1309489167388165e-07,4.666287622967502e-06,1.0833882413407993e-07,4.9787449718508014e-09
22,1,test,0.3288941383361816,0.0201258994638919,0.0054632709361612,0.0018049740465357,0.0028924939688295,0.0016228802269324,0.0038640603888779,0.0004865210794378,3.4113250876544043e-05,8.29960572445998e-06,6.799875507113029e-08,0.0013891300186514,0.0001640070986468,0.0001008874896797,3.650308281066828e-05,5.529122063308023e-05,3.880578151438385e-05,1.150426032836549e-05,1.5298030120902695e-05,8.041723049245775e-06,3.100882395301596e-07,4.395566932657857e-08,0.028482861816883,0.0046994076110422,0.0001807751395972,0.000390089204302,0.0001476158504374,0.0001244761951966,0.000130163738504,3.776802259380929e-05,0.0002677151060197,9.70855853665853e-06,5.905333182454342e-07,1.49220113598858e-06,9.86556969451158e-08,1.281395896057802e-07,8.800712159029445e-09,1.6873688224450234e-08,2.011649291588924e-09,3.444581508915689e-09,2.9960798286765566e-09,7.00864038662985e-05,5.274555974210671e-07,2.711304887270672e-07,0.0225186478346586,0.0023910049349069,0.0004465534584596,5.0774920055118855e-06,8.480748874717392e-06,3.5675026310855174e-07,1.995905222429428e-06,9.40686561534676e-07,4.063079541083425e-05,3.340894636494341e-07,9.460781598136236e-07,7.836480108380783e-06,4.27620051368649e-07,9.944051981847225e-08,8.716936505948071e-09,9.397437139568865e-08,2.562128287308952e-08,3.5420111288431144e-08,2.1203137023917407e-09,2.605752115414361e-06,2.55423998396509e-07,2.5516483148635416e-08,0.016985785216093,0.003982244990766,0.0001467457477701,3.6453277516557137e-06,2.422778607069631e-06,1.1265849479968892e-06,7.09044456925767e-07,2.2925721623323625e-06,5.135258470545523e-05,9.244523084817048e-07,1.4965547734391293e-07
23,0,test,0.556483268737793,0.0795826166868209,0.0174313373863697,0.0019594759214669,0.0074607357382774,0.0026497500948607,0.0003679908404592,2.492114617780317e-05,0.0001986443239729,4.807151708519086e-05,2.8191882606165564e-08,0.2778699398040771,0.0732893496751785,0.0107941702008247,0.001187102869153,0.0025136289186775,0.0010913193691521,0.0009967882651835,2.9376269594649784e-05,0.000321104977047,4.971841553924605e-05,1.6901566368687784e-07,0.3769482672214508,0.085366666316986,0.0008813496679067,0.0114848483353853,0.0021967033389955,0.0050514466129243,5.831855378346518e-05,0.0016024654032662,0.0014015837805345,8.810352301225066e-05,1.338866240985226e-06,6.099184611230157e-05,1.023663571686484e-05,4.5994975153007545e-06,4.0491521247076896e-08,1.8058346995530885e-06,4.082149587247841e-07,1.0472560916241491e-06,1.4161517514210682e-09,4.297352006688016e-06,6.24623953626724e-06,4.363427308362589e-08,0.3182088732719421,0.1022994369268417,0.0033624651841819,4.280797838873696e-06,1.1600426660152152e-05,6.098993026171229e-07,2.310603804289713e-06,3.289305183784563e-08,6.840314745204523e-05,1.683209944758346e-07,7.451813530678919e-07,7.512288721045479e-05,5.636947207676712e-06,1.153127755060268e-06,4.723478852497465e-08,1.6759559002821334e-05,1.085352687368868e-05,7.299399840121623e-06,2.826720857385112e-09,5.372696705308044e-06,1.0221132470178418e-05,3.825640817467502e-07,0.6814095377922058,0.0698124691843986,0.0183867421001195,3.479878841972095e-06,8.353202929356487e-08,8.15034127299441e-07,3.4660083656490315e-06,5.419941118134376e-08,1.9221415641368367e-05,3.62523451258312e-06,6.277184638747714e-08
24,0,test,0.0627696439623832,0.0118658524006605,0.002178038470447,0.0243312716484069,0.0008761947974562,0.0008052282501012,0.0018204251537099,4.743867248180322e-05,0.0016814651899039,0.0001897320471471,2.96117377729388e-07,0.1739656329154968,0.0092082414776086,0.0038235683459788,0.0127623165026307,0.0003066335921175,0.0078439824283123,0.0002292038261657,0.0004670674388762,0.000121044286061,8.671480827615596e-06,1.2218802680763474e-07,0.6508619785308838,0.0274414587765932,0.0005099517875351,0.0002269458636874,0.0003808001929428,0.0001226204913109,1.1973105756624136e-05,3.14885146508459e-05,7.240899867611006e-05,2.884613877540687e-06,6.558669696232755e-08,6.935116107342765e-05,7.201190783234779e-06,1.339319908311154e-07,9.26784124999358e-08,2.9316929328615515e-08,9.092897101936614e-09,3.741863565664971e-07,1.2484153710801134e-09,2.6835286917048502e-06,1.8582446728032664e-06,1.5938958597416786e-08,0.5085558295249939,0.125961422920227,0.0003349963808432,1.8898471125794456e-06,1.0763466207208694e-06,6.455563834606437e-07,1.4305251738733205e-07,7.013488811935531e-08,5.734910882893018e-05,1.9720891941688024e-06,2.2015944978193147e-06,0.0002446837315801,3.7713893107138574e-05,3.055526121897856e-06,1.120943693422305e-06,2.289697022206383e-06,1.957361519089318e-06,1.1973602340731304e-06,1.02036894489288e-08,3.893306711688638e-06,5.330537646841549e-07,4.0836496850715776e-08,0.6486243605613708,0.087297223508358,0.0006864090682938,1.199076996272197e-05,8.281777468255314e-07,1.5642960988770938e-06,1.4958939118514536e-06,2.215666654592497e-07,5.284708549879724e-06,2.1360053779062582e-06,5.338358732842607e-07
25,0,test,0.0528008043766021,0.0045421719551086,0.0042554261162877,0.0144965061917901,0.0010819293092936,0.000668344029691,0.0007595035713165,4.528007411863655e-05,0.000256938743405,5.343694283510558e-05,7.221241560273485e-08,0.0294895973056554,0.0010649397736415,0.0005099533009342,0.0008705414948053,3.5621735150925815e-05,7.67931851441972e-05,1.2370930562610738e-05,9.151613085123245e-06,4.41709125880152e-05,5.762871296610683e-06,1.3519216679469537e-07,0.2621437311172485,0.0087542897090315,0.0001840867917053,0.000101041077869,0.0002521265123505,4.234638254274614e-05,1.755833909555804e-05,8.09743141871877e-06,1.665249692450743e-05,7.175091013778001e-06,6.539801944427381e-08,6.991791451582685e-05,6.626223239436513e-06,2.02190051368234e-07,4.411385390312717e-08,6.29412966191012e-08,1.89806623751565e-08,7.15431056619309e-08,3.2399741223265716e-10,7.946993719087914e-05,1.3693425898964051e-05,4.850029995395744e-07,0.0976234450936317,0.0075445282272994,0.0002617043501231,1.3120366929797456e-05,1.127991436078446e-05,1.2342893569439184e-06,9.97546749204048e-07,8.573645686738018e-07,1.0902000212809073e-05,5.577018782787491e-06,2.2206031644600444e-06,0.0002662102051544,1.2992913070775105e-05,7.901005005805928e-07,3.88116667693339e-08,4.06121489504585e-06,1.1224025229239487e-06,1.561812609907065e-06,3.344408083805206e-09,3.031321284652222e-06,5.354828772397013e-06,2.2635389029801445e-07,0.6797691583633423,0.1232043877243995,0.0003766788577195,2.342912921449169e-06,1.1494044116489024e-07,2.4854972480170545e-07,2.720023815072637e-07,7.207950858401091e-08,9.983715244743507e-06,6.719386647091596e-07,2.399723143753363e-06
