uid,stance,set,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_though,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_though,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_but,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_yet,roberta-base_still,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_though,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_while,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_yet,roberta-large_still,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_yet,xlm-roberta-large_still
2113,1,train,0.0056686606258153,0.0038518465589731,0.0004603435809258,0.0004801562754437,7.838254532543942e-05,1.5442897165485192e-06,0.0032393839210271,0.0013642470585182,8.762637298787013e-05,5.573798262048513e-05,3.646755430963822e-05,3.40586188940506e-06,0.0032209996134042,0.0012524410849437,0.0004483183729462,0.0001217308308696,6.211994332261384e-05,2.1311486761987908e-06,1.013424844131805e-05,6.427026733035746e-07,3.017758842815965e-07,8.598266504122876e-06,1.1260551673331063e-06,7.272588220530454e-08,0.0005001475801691,7.83045106800273e-06,7.077214831952006e-07,4.244642468620441e-07,2.0304388215208746e-07,1.2576587948842646e-07,1.5795222907399875e-06,3.293162762929569e-06,3.854901251543197e-07,3.6244955481379293e-07,4.982552127330564e-06,1.6898810883958506e-07,0.000711664033588,4.588135197991505e-06,1.5811837101864512e-06,4.090277059276559e-07,9.051142768612409e-08,1.6868526131474937e-07
2114,1,train,0.0099815614521503,0.0201033558696508,0.0009505557245574,0.0014284360222518,2.9950366297271103e-05,2.829369577739272e-06,0.0018409717595204,0.0014376887120306,0.000153912929818,6.675214535789564e-05,1.0953575610983537e-06,1.4810015045441105e-06,0.00052876729751,0.000609059468843,0.0001136424034484,3.5325345379533246e-05,6.448521617130609e-06,8.177565860023606e-07,7.185945491983148e-07,6.151176279445282e-08,2.0572130665641453e-08,5.614612064164248e-07,7.843650035033177e-11,1.4402760928344804e-10,0.0003011681546922,8.81074902281398e-06,6.503606527985539e-06,6.992189014454198e-07,9.597155292695447e-10,1.3450719704710679e-10,5.875317015124892e-07,1.425277815769732e-07,9.264523725960316e-08,7.172654648002208e-08,2.528412323954399e-07,3.615294019709836e-08,0.0001332131214439,1.0899477729253704e-06,9.626899100112497e-08,6.22658120619235e-08,5.362669952546639e-08,7.458235273816173e-08
2115,1,dev,0.0138993952423334,0.0068576112389564,0.0004356220015324,0.0007118617650121,0.0002928083995357,1.0509296544114477e-06,0.004325526766479,0.0009240228100679,6.444216705858707e-05,2.900633262470365e-05,3.2144729630090296e-05,3.308279019620386e-07,0.0012449951609596,0.0007145255221985,4.530913065536879e-05,1.579988565936219e-05,1.7605481843929738e-05,2.7251007850281894e-07,2.249048804969789e-07,5.412880366151285e-09,2.8084330416788804e-09,6.271441321814565e-08,5.209269602346467e-06,4.973711753564204e-08,4.9845551984617487e-05,1.9097824406344444e-06,9.386907322550542e-07,2.451319289775711e-07,3.384423905572476e-07,4.134725770654768e-07,1.4601852171836074e-07,1.2945804428454721e-07,3.8144424507891024e-08,3.88633836223562e-08,5.804630518468912e-07,3.5945909360179946e-08,3.604486846597865e-05,3.683196609927109e-07,4.1034809328266426e-08,3.831567596535024e-08,2.173259048277032e-07,9.731064665174929e-08
2116,1,train,0.0010733108501881,0.0053786179050803,0.0001820319739636,0.0002306291135028,9.30720052565448e-05,1.401785283405843e-07,0.0004650070914067,0.0001775361015461,2.285075242980384e-05,1.5159805116127243e-05,0.000150438179844,1.0375922556704609e-06,0.0001384358911309,0.0001610890903975,4.4748994696419686e-05,2.382222191954497e-05,8.365733083337545e-05,1.0036935691459805e-06,3.358626798899422e-08,7.825125436511371e-09,2.3636017587591604e-09,2.5238286127660103e-08,2.944975221907953e-06,1.6561804372372535e-08,0.0001613851636648,1.5469763638975564e-06,7.462220423803956e-07,1.9396094330659253e-07,9.520557853193169e-08,1.102539357589194e-07,9.702074521555917e-08,1.7559871778871642e-08,1.0620941459649202e-08,9.918517562823581e-09,9.959811677617836e-07,6.752755155048362e-08,8.061449079832528e-06,2.1359957358413343e-08,1.222086876140338e-09,2.414874744616213e-09,1.2804880711314581e-08,2.4046995505955238e-09
2117,1,train,0.0075955549255013,0.0032285710331052,0.0001862075587268,0.0002009790478041,0.0002001195243792,9.424468316865386e-07,0.0017789618577808,0.000147929546074,2.6723520932137035e-05,8.98817688721465e-06,7.725515388301574e-06,1.0478166814209544e-06,0.0002772290608845,8.653074473841116e-05,1.5109410014702007e-05,5.504859927896177e-06,1.3601985529021476e-06,2.1420028417651338e-07,1.671850782258844e-07,1.1258124210655753e-08,3.698400030671678e-09,6.80648994944022e-08,5.943449536971457e-07,1.240920965983605e-07,7.828329398762435e-05,1.789748239389155e-06,5.211803113525093e-07,1.3486395289419306e-07,4.320328912399418e-07,5.281535209178402e-08,1.055275760108998e-07,1.8143609281651157e-07,7.299176729702594e-08,5.171135342152412e-08,5.377123670768924e-06,4.191461755453929e-07,1.204987165692728e-05,1.4896968991706674e-07,1.6488552745386187e-08,1.3576778812307566e-08,1.054949123613369e-07,7.033031010905688e-07
2118,1,train,0.0008390020229853,0.0015083827311173,0.0001916054607136,0.0002559988934081,0.0001597279479028,2.962601399758569e-07,0.0004259192792233,0.0003843622398562,3.043841024918948e-05,1.1252894182689488e-05,4.188830280327238e-05,3.971930482293829e-07,0.0002668711822479,0.0001662600843701,3.3126514608738944e-05,1.2294965017645154e-05,3.0432594940066338e-05,4.364488290775626e-07,9.488655905443012e-08,8.035782705917427e-09,3.746513765889858e-09,8.344461122078428e-08,5.945008979324484e-06,9.007489154555517e-08,2.9604088922496885e-05,7.45348359032505e-07,2.9823956992913736e-07,7.128865320282787e-08,4.221629623657464e-08,1.8119431288710075e-08,2.7032535854232265e-07,3.573246374344308e-07,5.102859290673224e-08,5.03036261534362e-08,2.823750719471718e-06,3.0473484002868645e-07,1.6020840121200308e-05,3.336988925184414e-07,1.427543150356314e-08,1.2839100449468788e-08,3.5363541428523604e-08,7.75357023030665e-08
2119,1,train,0.0039656511507928,0.0698003247380256,0.0004504831740632,0.0006643622764386,5.376225090003573e-05,2.055091385955166e-07,0.0016196288634091,0.0035867558326572,0.0001015399684547,4.6406126784859225e-05,2.8341990400804207e-05,1.702319565310973e-07,0.0002091526548611,0.0004584190901368,5.753009463660419e-05,1.665130548644811e-05,1.454186531191226e-05,2.530664460209664e-07,1.445049235826446e-07,1.5335208658484593e-08,5.750670606374797e-09,1.6194822194393057e-07,1.1805563190137036e-05,4.488967988436343e-07,0.0002112006914103,1.0974971701216418e-05,2.0982488422305323e-06,4.393640722355485e-07,2.129946210516209e-07,7.66169250709936e-07,1.269088301114607e-07,1.693040303507587e-07,4.812324405634173e-08,4.391761976307863e-08,2.052423269560677e-06,6.86019120621495e-07,5.572572990786284e-05,9.011898782773642e-07,3.1341521378180914e-08,4.2548883527615544e-08,3.461916548985755e-06,4.8248157469288344e-08
2120,1,train,0.0032724756747484,0.0112324766814708,0.0005479173269122,0.0006443244055844,1.5923256796668284e-05,3.8456342110748665e-08,0.0020097016822546,0.0031237658113241,0.0001295373658649,6.106739601818845e-05,3.5869601560989395e-05,1.4293233618900558e-07,0.001009450526908,0.0004660330596379,7.693763473071158e-05,1.8010561689152382e-05,1.2717049685306849e-05,2.836741543887911e-07,2.05218111659633e-06,1.0739439204598969e-07,3.4221859124272675e-08,1.8538495396569488e-06,2.2392175651475554e-06,7.216033282020362e-07,0.0002204000629717,7.263279258040711e-06,1.082196035895322e-06,3.174676237449603e-07,3.5764918493441655e-07,9.698169378680177e-07,2.2206677385838702e-06,5.614877522930328e-07,1.04924872346146e-07,1.1080837936106037e-07,3.1843849228607723e-06,3.520732434481033e-07,0.0002626490022521,4.886842816631543e-06,4.478382322758989e-07,2.5341088871755346e-07,1.425761695372785e-07,9.334870298971509e-08
2121,1,train,0.0090463953092694,0.0061840405687689,0.0009282220271416,0.0011013346957042,7.980122973094694e-06,2.242101260208074e-07,0.0040839281864464,0.0004429385589901,0.0001192559502669,3.037685928575229e-05,1.6472002243972383e-05,1.010712438187511e-07,0.0007367663783952,0.0003158130857627,0.0001600503310328,3.00686097034486e-05,1.9403434635023583e-05,2.033933554912437e-07,1.1865150554513091e-05,7.949640803417424e-07,2.255794555594548e-07,5.986624955767184e-07,5.343537395674503e-06,4.799630346496997e-07,0.0001562364341225,2.8835515877290163e-06,2.6473478555999463e-06,3.9318399558396777e-07,2.458105257119314e-07,2.4914677965171e-07,5.232671469457273e-07,1.2802154287783196e-06,9.175221293844517e-07,2.677383008631296e-07,1.9932660961785587e-06,6.126981588749913e-08,0.0001117371430154,5.708079697797075e-07,7.674261581769316e-08,1.067707557922404e-07,1.1109556226074346e-06,1.6298483842547284e-06
2122,1,train,0.0108854239806532,0.0044939988292753,0.0003769866016227,0.0003856623952742,0.0002711979614105,5.855697509105084e-07,0.0067938063293695,0.0045190951786935,0.0002238952001789,0.0001248079934157,6.50040092295967e-05,2.387396591529978e-07,0.0020210633520036,0.0008053518831729,8.026268915273249e-05,3.610822386690416e-05,1.7552205463289283e-05,5.421634341473691e-07,7.645819550816668e-07,1.0432462893561478e-08,7.288702086327703e-09,7.260594969693558e-08,4.648905814974569e-06,4.507419362198562e-07,8.243337651947513e-05,1.0365164598624688e-05,1.1164099760208046e-06,1.378691933950904e-07,9.543673229472917e-08,6.715584959238186e-07,1.3233988056526869e-06,2.247812318501019e-07,2.3669361581823978e-08,3.79112172765872e-08,2.012061713685398e-06,1.0869834454751981e-07,5.309266998665407e-05,2.5620213364163646e-06,1.948493810743912e-08,2.7379707390196018e-08,4.864449465458165e-07,2.433581869354385e-08
2123,1,train,0.0154908206313848,0.0675659552216529,0.0011910913744941,0.0013145428383722,0.0004366597277112,8.99177052815503e-07,0.0047010239213705,0.0391149297356605,6.243371171876788e-05,3.1449832022190094e-05,6.704147381242365e-05,5.234870741332998e-07,0.0042373486794531,0.0009610209381207,0.0002537927648518,7.33636916265823e-05,2.503009636711795e-05,4.522526523942361e-06,1.0281733921146952e-05,1.3702448597996408e-07,5.704914940452e-08,3.541009391483385e-06,2.659525044634848e-08,1.262792426182102e-09,0.0001148338342318,1.9665247236844152e-05,4.215453373035416e-05,1.3572747548096231e-06,8.439251359959599e-07,4.537135396276426e-07,3.454583179518522e-07,1.279089758554619e-07,6.242137828849081e-08,5.176454109800943e-08,6.35728554243542e-08,4.560639865758276e-09,1.5985833670129068e-05,2.334492819500156e-06,2.6418464926791785e-07,4.1020534524705e-08,7.691192394077009e-08,9.227652952858989e-08
2124,1,train,0.0020543821156024,0.0061544040217995,0.0002422606339678,0.000433342764154,3.424633541726507e-05,4.9440753713270176e-08,0.0025966356042772,0.0011023656697943,7.20058087608777e-05,3.7955865991534665e-05,5.618179784505628e-06,1.5903798100680433e-07,0.0006482484168373,0.0003501977189444,2.90447314910125e-05,1.1005134183506016e-05,2.928088179032784e-06,9.44354070497866e-08,2.4000425469239417e-07,1.985685571526119e-08,5.682512238536219e-09,2.2133053789730186e-07,4.2875717554125e-06,4.924363565805834e-06,0.0002665198699105,2.553442300268216e-06,5.40353141786909e-07,1.777876121877853e-07,1.638576918594481e-06,4.939796554026543e-07,1.1892144158309749e-07,6.375005057179807e-08,2.8657005657350965e-08,1.3919662755768062e-08,3.543763341440353e-06,8.016267543098365e-07,6.910091906320304e-05,3.82463696269042e-07,5.062490515683749e-08,6.883640679689051e-08,4.1700452868553846e-08,2.581450075922476e-07
2125,1,train,0.0098403543233871,0.0107829254120588,0.0002411716122878,0.0003626460093073,0.0003505860513541,2.6657650664674293e-07,0.002066193614155,0.0006479938747361,4.4692329538520426e-05,2.0320167095633224e-05,3.381342685315758e-05,1.958012489922112e-07,0.0003211600705981,0.0001933850289788,2.05866017495282e-05,5.487800081027672e-06,4.257447471900377e-06,1.0740276223941693e-07,8.871348313732597e-07,2.1039321396187922e-08,1.0445678100268196e-08,9.992323413143825e-08,6.099305210227612e-06,1.0691279328511882e-07,8.022523979889229e-05,1.9949834495491814e-06,4.4744612637259706e-07,1.990034235177518e-07,7.792294809405576e-07,5.277785021462478e-06,1.1436114277785236e-07,4.484209910060599e-07,5.822020199275357e-08,6.47664961661576e-08,3.3504111343063414e-05,2.5330177777505014e-07,7.315762195503339e-05,4.041622787553933e-07,7.859380701802365e-08,7.419966152610868e-08,3.019604548626376e-07,5.402137617238623e-07
2126,1,train,0.001717297360301,0.0079682506620883,0.0002101321297232,0.0003216930781491,3.763982385862619e-05,4.9854321559905657e-08,0.0005393153987824,0.0006381525308825,5.9118181525263935e-05,2.6274095944245343e-05,1.969052163985907e-06,4.357269389743124e-08,7.611297769472003e-05,0.0001634767395444,2.833197140716948e-05,7.296508101717336e-06,6.15976478002267e-06,1.1075992745190889e-07,6.097452853737195e-08,1.1735535210277705e-08,2.767166495942774e-09,2.8059449874717763e-08,2.9202203222666867e-05,2.2337935945415666e-07,0.0002406853309366,6.8204026320017874e-06,1.146082013292471e-06,5.147541060068761e-07,6.269702907957253e-07,1.535783667350188e-06,4.218067672923098e-08,2.407796451109334e-08,1.581893194213535e-08,9.119636601440106e-09,2.014769052038901e-05,1.311274075987967e-07,6.344914436340332e-05,1.399503503307642e-06,2.5412473902974853e-08,4.2886760809324194e-08,2.149549374053095e-07,1.4971631117077775e-06
2127,1,train,0.004187359008938,0.0009400318376719,0.0001407914533047,0.0001605360739631,0.0002045473083853,4.519087895005214e-07,0.0173288583755493,0.0016275647794827,0.0002054632786894,7.934561290312558e-05,7.0358046286855824e-06,8.793187333822061e-08,0.0003762727719731,0.0001364561030641,3.7826961488462985e-05,3.287138724772376e-06,8.195568625524174e-06,1.694414493158547e-07,5.825055268360302e-06,2.409167336736573e-07,8.463153022830738e-08,9.380332244290912e-07,2.6689693186199293e-05,1.8766925791169345e-07,0.0001666961325099,3.628661943366751e-06,2.813924083966413e-06,4.056719546952081e-07,1.520185037406918e-06,1.009579705169017e-06,9.256611832597629e-08,7.649483109162247e-07,1.284153654523834e-07,1.2342802335751912e-07,2.421502586003044e-06,5.785832613014463e-08,0.0001193571370095,1.024664129545272e-06,5.95192204855266e-07,1.5596089042446692e-07,3.612591967794289e-07,7.433822588609473e-07
2128,1,train,0.0026079171802848,0.0143190808594226,0.0001789329544408,0.0002857154468074,0.0001015002053463,3.266671058099746e-07,0.0005039553507231,0.0004905224777758,4.177408482064493e-05,1.834133217926137e-05,3.449691212153993e-05,2.5040137074938684e-07,0.000358403311111,0.0003089595993515,2.300180858583189e-05,1.0681309504434466e-05,1.6223160855588503e-05,1.402133591454913e-07,1.9689283092816368e-08,3.6215772603043206e-09,1.0684392259818763e-09,3.1123054355930435e-08,3.106544454567484e-06,7.705842222094361e-07,6.064686749596149e-05,1.1798033483501058e-06,4.557214197120629e-07,1.1767104979298892e-07,1.1611302142000569e-07,4.325605829080814e-08,1.0892321000710581e-07,3.4023962314222445e-08,2.202844484600064e-08,1.6032164040780117e-08,4.126131443626946e-06,1.150001551764035e-07,3.829313936876133e-05,1.153748485194228e-06,2.634936535628185e-08,2.4421943578545324e-08,6.54641851838278e-08,6.745084135673096e-08
2129,1,train,0.0012748723383992,0.0071313427761197,0.0001858565374277,0.0003157989995088,8.838957000989467e-06,2.5242366419320212e-08,0.0003866957849822,0.0003158077306579,2.474049142620061e-05,8.673820957483258e-06,1.048055764840683e-06,1.2125884296665392e-08,3.249811925343238e-05,0.0001028918632073,9.824355402088258e-06,3.4668721582420403e-06,7.582671059935819e-07,3.117463265311926e-08,9.669752110141872e-09,2.8273632324271603e-09,9.300599734807236e-10,1.0345932111022194e-08,8.686283763381653e-07,2.1100573732724115e-08,3.18440179398749e-05,7.063873113111185e-07,1.223898067337359e-07,7.451177452821869e-08,1.6106052669329077e-07,2.2563503065953228e-08,3.197726172743387e-08,3.731752329372284e-08,2.4054514824456425e-08,1.4967957540079624e-08,6.908628620294621e-07,4.888326543550647e-08,1.3006912922719494e-05,1.3201653814576278e-07,5.737266217664683e-09,5.976199091151102e-09,5.516568535313127e-08,9.172356385533933e-08
2130,1,train,0.0017185624456033,0.0078448047861456,0.000301008898532,0.0004789580416399,1.0023521099356005e-05,1.8343790486596845e-07,0.0005629023653455,0.0013232749188318,6.5677406382747e-05,3.554316936060786e-05,7.440833655891765e-07,5.0358654135607146e-08,0.0001537466305308,0.0006067428039386,5.995358878863044e-05,1.4587045370717531e-05,3.627297701314092e-06,2.427069034638407e-07,8.264424877779676e-08,3.204748111329536e-08,8.828527242599193e-09,1.886825060637421e-07,3.592706931954126e-08,1.1542400812913913e-08,7.160237146308646e-05,1.2271136711206054e-06,6.684358311304095e-08,1.2356244383227022e-07,5.99957328262235e-09,3.23768958310211e-08,1.1338514127601229e-07,6.015640252599043e-08,6.199758928460143e-08,3.3325473935974514e-08,1.7020835002767853e-05,2.949731197077199e-07,1.9347215129528195e-05,7.097755201357359e-07,5.8641842493045715e-09,3.5937009812414544e-08,5.112357257530675e-07,4.380076461529825e-07
2131,1,train,0.0020271269604563,0.0108992923051118,0.0002661393082235,0.000382248457754,5.020005482947454e-05,1.511456133584943e-07,0.002824533265084,0.0198694746941328,0.0001028968181344,5.2085328206885606e-05,1.660443922446575e-05,1.2318771780428506e-07,0.0014173599192872,0.0016032053390517,4.428073589224368e-05,1.5641042409697548e-05,1.8882106814999133e-05,5.947422891949827e-07,1.811658023598284e-07,1.5657787955092317e-08,6.400829200003955e-09,7.155573911177272e-08,2.835777877407964e-06,8.844509835626013e-08,5.429679004009813e-05,1.929759127961006e-05,1.2494533621065784e-06,2.543982589031657e-07,1.4976433249103138e-07,1.7336951430024788e-07,3.0765403380428324e-07,1.251890608955364e-07,4.738861036912567e-08,7.254789835542398e-08,7.06687274032447e-07,9.049082194678705e-08,5.397645145421848e-05,7.414036531372403e-07,1.0607237044268913e-07,5.963413940435204e-08,2.1033069970144425e-06,5.279449396766722e-06
2132,1,dev,0.0037378149572759,0.0050278091803193,0.0006327435839921,0.0005967417382635,9.112711268244313e-05,5.18924139214505e-07,0.0024543500039726,0.0004554825718514,7.238682883325964e-05,3.8355730794137344e-05,7.3494971729815e-05,5.985958182463946e-07,0.0005088989855721,0.0001200816695927,5.60024673177395e-05,1.696828257991001e-05,8.777444236329757e-06,1.744148647730981e-07,7.825754551049613e-07,4.449403334660929e-08,1.7513576366923193e-08,9.058494043756585e-08,4.1365953507011e-07,7.760133868828234e-09,0.000136829650728,5.401358976087067e-06,4.038877705170307e-06,1.1352829005772946e-06,6.668856400438018e-08,1.3462572212574744e-07,2.990724112805765e-07,9.138263408203784e-07,2.0133150258061505e-07,1.1680523215318317e-07,1.849175390589153e-07,4.5657646552399456e-08,6.300429959082976e-05,5.253829158391454e-07,1.1419254519751121e-07,1.5698196875746365e-07,1.4919531565738e-07,2.120897448776305e-07
2133,1,train,0.0021694048773497,0.0072507574222981,0.0006100729806348,0.0003597400500439,5.051576226833277e-05,4.34368956803155e-07,0.0004600614192895,0.0008807993726804,0.0001637233945075,0.0001665002637309,2.4286582629429176e-05,2.1111357284553378e-07,0.0045158909633755,0.0005435090279206,0.0002382913808105,0.0001534000621177,1.929158315761015e-06,4.96861929377701e-08,2.3839433538341842e-07,2.95184943155391e-08,9.647497023479444e-09,1.2806827953681932e-07,1.2245886864548083e-05,1.0209284795337228e-07,0.0002428375300951,1.963482873179601e-06,6.014016094013641e-07,2.6329678348702146e-07,2.002214074536824e-07,2.6059558422275586e-07,5.150489528205071e-07,4.16409363879211e-07,5.40666924564448e-08,6.688326692483315e-08,2.540729610700509e-06,5.858735363517553e-08,8.402030653087422e-05,1.0883771892622462e-06,5.4934293558517324e-08,6.826962817285678e-08,6.421273042178655e-07,7.942954027839735e-08
2134,1,train,0.0018081645248457,0.0058640958741307,0.0003571580164134,0.0004818666202481,4.084635656909086e-05,1.5744024040031945e-07,0.0035087985452264,0.0005479876417666,8.630502270534635e-05,5.939338734606281e-05,1.9371973394299857e-05,2.2113994191386163e-07,0.0017508678138256,0.0018984710332006,7.187050505308434e-05,3.50241462001577e-05,1.237720516655827e-05,5.111792233947199e-07,6.396996923285769e-07,1.786584107321687e-07,3.8484571973640413e-08,2.056043655329632e-07,3.072219442401547e-06,5.605808794939549e-08,0.0001013137880363,2.4457347080897307e-06,9.044119906320702e-07,3.360232483373693e-07,1.701258014463747e-07,1.6024755211674346e-07,8.526744750270154e-07,1.418893020854739e-06,2.0190620375615254e-07,1.7925604822721652e-07,1.4849083527224138e-06,4.816010346075929e-08,0.0002031188778346,1.677994305282482e-06,4.663249342229392e-07,1.3293124823121616e-07,6.224158255463408e-07,4.268163706910856e-07
2135,1,train,0.0149935549125075,0.021536860615015,0.001219194731675,0.0010342518799006,0.0004285188333597,3.197443447788828e-07,0.0164698306471109,0.0070599541068077,0.0001978239743039,0.0001169612369267,5.160426735528745e-05,1.809673904062948e-07,0.0041942498646676,0.0009562487248331,0.0001710069336695,7.40567411412485e-05,2.2486208763439208e-05,4.691362107678289e-07,2.605002293876169e-07,1.0683126383526089e-08,6.9687011716723646e-09,6.441818527491705e-07,2.06644449463056e-06,1.6501350330599965e-07,0.0002530917699914,1.1559295671759171e-06,2.8968863716727355e-06,4.932224442200095e-07,3.931354513042607e-07,8.698067972545687e-07,4.268046609468002e-07,4.91742241592874e-07,3.939533854691035e-08,7.45530286394569e-08,4.66831306766835e-06,4.308761560878338e-07,0.0001071918959496,2.974099686525733e-07,2.0373721554278745e-07,1.1765255436557709e-07,5.8971803440499584e-08,4.993661377739045e-07
2136,1,train,0.0042146639898419,0.0311094559729099,0.0003560463374014,0.0005095774540677,5.9433034039102495e-05,1.151581869862639e-07,0.0017283933702856,0.0048088552430272,3.627467594924383e-05,1.5453933883691207e-05,1.5146209989325143e-05,1.5721504098564765e-07,0.0002945845772046,0.0005273072165437,3.687620846903883e-05,1.139099185820669e-05,4.055455519846873e-06,1.678871370813795e-07,1.6180378281660526e-07,4.018209320832966e-09,1.953480266436713e-09,6.878422027511988e-07,2.213107654824853e-05,5.673335863320972e-07,4.209152029943653e-05,2.165172645618441e-06,5.430423470897949e-07,6.24732479082013e-08,8.837864662325501e-09,6.477266206034171e-12,5.722991431866831e-07,1.1274742206524024e-07,2.043390878725404e-08,2.400421195147829e-08,1.0522229558773688e-06,1.352431411305588e-07,1.3859917999070603e-05,1.8297629367225448e-06,3.9858623068766974e-08,1.1774683450482826e-08,5.79830350400101e-10,2.5644226298027206e-06
2137,1,train,0.0080185430124402,0.0127926310524344,0.0003861755831167,0.0004738470015581,0.0004056159814354,2.9782367505504226e-07,0.0029825561214238,0.0037942605558782,3.936947541660629e-05,1.6622745533823036e-05,5.772258737124503e-05,5.424246865004534e-07,0.0037166918627917,0.0030328275170177,9.336511720903218e-05,4.222699863021262e-05,1.935690852405969e-05,1.8038914504359127e-06,3.11644441808312e-07,6.403993335624136e-09,3.784909274884285e-09,2.993284908825445e-07,6.849055807833793e-06,1.2163377505203246e-07,2.9564987926278263e-05,9.873264161797124e-07,1.0575266742307576e-06,8.307840460020088e-08,6.32532888289461e-08,1.1083990614224605e-07,3.3676610655675177e-07,1.589951494906927e-07,2.6563053978634343e-08,4.761151473076097e-08,3.5653213217301527e-06,9.504014286676465e-08,1.2035530744469725e-05,1.5839712830256758e-07,9.834121073026836e-09,9.217743901501764e-09,1.3513883345694921e-07,3.3071618332769503e-08
2138,1,train,0.0020557516254484,0.0023587611503899,0.0003289871965534,0.0004401867336127,0.0010679939296096,6.020257501404558e-07,0.0039451867341995,0.0007287439657375,0.0001096822015824,6.392138311639428e-05,3.378534165676683e-05,1.4314443319562997e-07,0.0006698528886772,0.0002550795325078,3.590776032069698e-05,1.7850634321803227e-05,1.4137961443339009e-05,3.1442357339983573e-07,5.579843218583846e-07,1.2073651411981244e-08,2.660482723015889e-09,1.1173211333925793e-07,1.0627152732922696e-05,2.908248397659463e-08,0.0001727293856674,3.916313744412037e-06,5.020267508371035e-07,1.6434525207387196e-07,1.2009105887500482e-07,4.60385933820362e-07,5.885471523470187e-07,3.821314464858006e-07,7.285265013479147e-08,4.097590533547192e-08,4.245684067427646e-06,5.292366722642328e-08,4.827979500987567e-05,3.016559446678002e-07,3.884834143264016e-08,6.885741044015958e-08,2.198915126427892e-06,2.228732967068936e-07
2139,1,train,0.0085704289376735,0.0031630145385861,0.0012660584179684,0.001219485537149,5.298363248584792e-05,4.975168508281058e-07,0.0074178017675876,0.002053337637335,0.000711367058102,0.0004252959042787,6.479333387687802e-05,6.361614737215859e-07,0.0041748476214706,0.0010136858327314,0.000795520201791,0.0002876576327253,0.0001650339108891,1.3003044614379178e-06,5.625109338325274e-07,9.225534540746594e-07,1.4134033676782565e-07,3.835443962429963e-08,2.726379477735464e-07,6.5097212065268195e-09,0.0045808875001966,3.069889999096631e-06,1.019220599118853e-05,6.183112418511882e-06,1.0576969344811005e-07,3.9856504940871673e-07,3.75868523860845e-07,5.926768835706753e-07,6.211508321030124e-07,2.637875127220468e-07,1.056139126376365e-06,1.3976779733582134e-08,0.0053514381870627,2.981395255119424e-06,9.974468184736909e-07,2.438231376800104e-06,6.538465981975605e-07,9.6622990497508e-08
2140,1,train,0.0263151247054338,0.013955938629806,0.0026669080834835,0.0021039093844592,0.0001501848892075,2.819025439748657e-07,0.0085024992004036,0.0022143889218568,0.0003399527049623,0.0002161975862691,4.637108213501051e-05,3.467704914328351e-07,0.0113721722736954,0.0008530987543053,0.0010290233185514,0.000398699688958,0.0003927183279301,2.47326397584402e-06,1.0482575589776388e-06,1.0318399290554225e-07,3.9230805271017744e-08,8.995046130166885e-08,1.8095329323841725e-06,9.957273050531513e-08,0.0003546690277289,7.976621418492869e-06,6.547684847646451e-07,3.7508218042603403e-07,2.640589968905261e-07,3.552923146799003e-07,2.238081862060426e-07,8.088127856353823e-08,7.463421525244486e-08,3.947677029714215e-08,6.8478229877655394e-06,1.8963768866342442e-07,0.0002477350935805,4.098425506526837e-06,1.782474754463692e-07,3.3590887937862135e-07,2.5853395868580265e-07,3.083606259224325e-07
2141,0,train,0.0047098025679588,0.0028780477587133,0.000550489872694,0.0004757729184348,5.592296292888932e-05,1.0648165016391432e-07,0.0059961015358567,0.0020141382701694,0.000498020730447,0.0001091155572794,2.267395393573679e-05,1.1000992827803205e-07,0.0053819650784134,0.0019214288331568,0.0002980163262691,7.295011164387688e-05,1.396397146891104e-05,1.4250116464609166e-07,8.86223787688323e-08,7.513050626073436e-09,6.6800147635603935e-09,3.0628246605601817e-08,1.137712661147816e-05,5.868662356078858e-07,0.0004678722762037,2.0277580915717408e-05,1.2835578218073351e-06,4.727045848085254e-07,1.826045661346143e-07,1.382304901653697e-07,4.024759618914686e-07,1.7342000546705094e-07,3.788142777239045e-08,4.150822618953498e-08,9.553345080348665e-06,2.916350752002473e-07,5.670990140060894e-05,7.217725396913011e-06,2.586104308477389e-08,3.73333506331619e-08,1.4187033769985642e-09,1.155376168071598e-07
